MutationType	SP124389	SP124362	SP124394	SP124334	SP124339	SP124454	SP124380	SP124273	SP124357	SP124399	SP124311	SP124355	SP124434	SP124428	SP124449	SP124298	SP124431	SP124396	SP124409	SP124341	SP124353	SP124278	SP124376	SP124346	SP124439	SP124351	SP124406	SP124323	SP124391	SP124423	SP124382	SP124415	SP124436	SP124460	SP124425	SP124456	SP124367	SP124281	SP124377	SP124412	SP124333	SP124359	SP124286	SP124329	SP124326	SP124458	SP124401	SP124264	SP124384	SP124403	SP124462	SP124271	SP124336	SP124452	SP124386	SP124441	SP124418	SP124291	SP124319	SP124305	SP124447	SP124344	SP124369	SP124348	SP124295	SP124444	SP124365	SP124420	SP124364	SP124307	SP82445	SP83242	SP103894	SP83382	SP82451	SP104330	SP83312	SP82614	SP82431	SP82459	SP113197	SP82532	SP82636	SP82796	SP83482	SP104530	SP82429	SP82644	SP82988	SP82461	SP82900	SP82399	SP82756	SP82836	SP82417	SP82471	SP82435	SP104056	SP83083	SP82433	SP82780	SP83019	SP83099	SP83146	SP103866	SP83844	SP83027
Ins3:U1:R2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ins3:U1:R3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0
Ins3:U1:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Ins3:U1:R(5,9)	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Ins3:U3:R1	1	8	1	0	0	1	4	0	4	5	2	1	3	3	8	4	0	0	4	1	0	2	3	1	5	0	0	2	2	1	10	7	4	2	1	0	3	0	1	5	2	1	0	0	0	4	9	6	4	0	1	6	3	0	0	2	4	1	3	2	8	0	5	1	4	2	0	4	1	0	7	3	6	2	3	1	0	2	10	5	2	7	1	1	3	0	1	3	2	0	4	3	1	0	3	1	1	13	3	1	0	3	0	9	1	1	0
Ins3:U3:R2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	2	1	1	0	0	1	0	0	3	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	4	1	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	0	2	0	0	0	0	1	0	0	0	1	2	0	4	0	1	0	0	1	1	0	0	2	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0
Ins3:U3:R3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Ins3:U3:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins3:U3:R(5,9)	2	1	1	0	1	0	1	1	3	0	0	0	0	0	0	1	0	1	3	0	0	1	2	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	28	1	0	1	1	0	1	0	1	0	0	1	2	0	0	0	0	1	0	2	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	2	1	3	2	0	0	0	0	1	0	1	0	0	1	1	1	2	0	1	0	0	1	0	0
Ins4:U1:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ins4:U1:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R(5,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Ins4:U2:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R(5,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U4:R1	0	8	3	1	0	3	11	1	2	1	2	3	1	2	5	10	3	4	5	2	1	3	5	7	7	0	2	1	1	0	6	5	9	2	2	1	1	0	2	6	0	1	0	0	3	3	10	6	5	0	8	12	1	3	4	3	1	2	1	3	12	3	1	4	1	0	2	2	5	0	1	2	8	3	5	0	2	4	6	4	4	5	1	0	2	4	2	5	1	6	3	3	0	6	8	3	2	10	2	2	2	6	2	0	3	4	1
Ins4:U4:R2	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Ins4:U4:R3	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Ins4:U4:R4	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ins4:U4:R(5,9)	0	0	0	1	0	2	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	16	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	2	1	1	1	1	0	1	2	0	0	2	1	0	0	1	0	0	0	0	0	0	1
Ins(5,):U1:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R(5,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R(5,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U(3,):R1	7	19	12	11	4	7	36	5	10	22	29	6	9	21	16	40	21	7	25	4	1	6	8	8	23	2	5	3	3	3	37	39	41	18	11	8	13	5	7	11	8	9	6	5	5	30	44	19	29	2	22	31	5	9	10	9	12	6	13	13	50	5	35	1	7	7	15	10	17	17	16	12	28	14	12	1	13	11	44	12	6	10	5	7	5	14	7	14	4	15	20	24	3	10	24	7	3	46	14	9	6	13	5	25	16	8	1
Ins(5,):U(3,):R2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Ins(5,):U(3,):R3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Ins(5,):U(3,):R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
Ins(5,):U(3,):R(5,9)	0	0	0	0	0	2	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Del2:M1	3	10	8	4	2	1	5	7	1	6	9	2	3	14	5	12	6	5	8	5	0	2	6	8	9	1	15	1	1	1	26	11	13	6	3	0	8	0	7	3	2	4	0	1	4	9	25	5	58	1	11	7	3	7	5	8	1	2	4	7	36	4	3	3	2	1	11	6	81	3	9	6	795	4	12	0	4	5	10	4	1	7	4	2	2	9	2	10	2	7	7	6	6	3	5	3	1	23	2	1	1	4	2	9	6	6	1
Del3:M1	0	3	4	3	0	1	1	2	0	5	5	0	2	6	1	6	4	3	1	0	1	2	0	0	8	0	7	2	2	0	11	6	11	5	3	1	1	0	2	3	3	1	0	1	4	4	6	0	11	0	4	5	2	2	6	3	2	0	0	1	12	0	7	1	4	1	1	1	4	3	2	0	16	4	4	2	2	6	3	2	3	9	2	2	1	3	1	7	0	3	4	1	0	0	3	4	0	7	2	3	0	3	1	7	2	0	1
Del3:M2	1	3	0	4	3	2	4	3	2	1	1	4	3	2	2	9	5	1	3	0	5	1	4	1	2	0	15	5	0	0	7	6	12	2	1	5	4	0	3	3	4	2	2	1	4	6	8	6	48	3	5	2	1	1	7	5	1	8	3	2	12	0	4	0	4	6	6	7	80	7	3	0	97	3	7	3	1	2	4	1	2	2	2	2	3	6	1	2	2	7	3	4	3	1	2	0	1	7	2	5	1	3	4	9	1	2	2
Del4:M1	2	0	4	1	2	2	1	1	0	4	3	0	3	0	2	6	2	5	4	1	2	1	1	0	3	0	2	2	0	0	9	2	13	4	2	2	1	1	2	3	2	1	0	1	1	3	10	1	7	1	3	0	1	3	2	2	3	0	3	2	11	1	3	1	0	2	2	1	12	0	2	1	15	0	3	0	2	0	6	1	1	2	1	2	2	5	3	4	0	5	4	4	0	4	4	1	0	12	2	1	1	1	1	7	2	2	0
Del4:M2	0	3	0	2	0	1	1	2	0	2	0	0	1	4	0	4	0	5	3	0	2	2	2	0	1	0	5	3	2	0	4	5	4	1	3	2	2	0	1	2	2	2	1	0	1	3	4	3	20	1	6	0	1	2	1	3	0	1	0	1	5	2	1	0	0	0	2	3	33	5	1	1	38	4	4	2	1	3	3	1	1	3	1	2	1	4	2	3	1	2	2	2	1	2	1	1	1	7	2	1	0	3	0	7	0	0	3
Del4:M3	0	0	1	1	1	0	1	6	1	1	2	0	0	1	0	2	1	3	2	1	1	0	1	1	0	0	2	2	1	0	5	1	3	3	0	2	2	1	1	0	1	1	1	2	1	3	4	1	21	0	4	2	2	3	0	5	3	1	0	1	3	2	2	0	3	2	0	1	42	3	2	3	51	3	2	0	1	3	7	2	0	2	0	0	0	2	0	2	4	1	1	2	3	1	1	5	6	2	2	2	2	2	1	2	2	0	0
Del5:M1	0	0	0	3	2	0	2	0	2	6	3	0	1	2	2	8	3	3	3	0	1	0	0	3	3	0	1	0	2	0	11	5	9	2	2	1	2	0	3	1	1	1	0	0	0	7	8	1	3	1	4	3	1	1	0	2	0	1	2	1	10	1	4	1	0	2	3	2	1	3	2	3	7	1	2	1	2	1	8	0	0	2	1	0	0	3	1	1	0	2	2	6	0	1	2	0	0	14	3	0	1	1	0	11	1	1	1
Del5:M2	0	3	3	1	1	1	1	1	1	2	1	0	1	4	2	5	0	0	3	1	0	0	1	0	1	0	2	1	1	0	3	1	4	4	2	0	2	0	1	1	2	2	0	0	2	3	6	1	0	0	2	2	1	1	0	0	2	0	1	0	7	1	2	1	0	1	1	2	3	0	1	0	5	1	1	0	2	1	8	2	0	1	1	0	1	2	1	1	0	2	1	3	2	0	1	2	0	5	0	1	0	1	1	4	1	1	0
Del5:M3	0	1	0	1	0	0	1	1	0	1	3	1	0	0	0	2	0	1	0	0	0	0	1	2	2	1	1	0	0	0	4	3	5	1	0	1	0	0	1	0	0	1	0	0	1	2	1	1	1	0	3	1	0	0	1	3	0	0	0	0	4	0	0	0	1	0	0	0	5	0	1	1	3	2	0	1	1	2	5	1	0	0	1	0	0	4	1	0	1	0	0	0	1	0	1	0	0	3	1	0	2	0	1	1	0	1	0
Del5:M4	1	1	0	0	1	0	0	0	0	0	0	0	2	1	0	3	3	2	0	0	0	0	0	2	0	0	3	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	1	2	1	0	0	1	2	0	0	0	0	0	1	1	2	0	0	1	7	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0
Del6:M1	2	2	2	2	1	1	1	1	2	4	2	0	1	2	2	3	1	2	3	0	0	0	1	0	2	0	4	0	1	0	17	5	6	3	0	1	2	1	3	3	1	2	0	1	1	2	5	0	4	0	5	0	0	3	2	2	1	1	2	3	5	1	2	0	1	2	1	2	3	3	0	1	3	4	1	0	1	4	5	0	0	1	0	1	2	0	2	1	0	5	4	10	0	2	1	0	0	13	2	0	2	3	3	3	1	0	0
Del6:M2	0	1	0	1	0	0	1	0	1	0	4	1	1	0	2	6	2	1	2	0	0	0	0	1	0	0	2	0	0	0	5	3	2	1	1	0	3	0	1	0	1	2	0	1	1	2	3	0	4	0	3	1	0	1	1	0	1	2	1	0	6	1	4	0	2	0	1	2	0	1	1	1	2	1	0	1	0	1	4	0	0	1	0	0	0	2	1	1	2	1	0	0	1	0	0	0	0	7	1	1	1	1	0	1	1	0	2
Del6:M3	1	1	0	0	1	1	0	1	0	1	1	0	0	0	0	3	1	2	1	0	1	0	0	0	0	1	0	0	0	0	3	1	2	0	1	2	0	0	1	1	2	0	0	0	1	2	0	0	1	0	0	1	0	1	2	1	2	0	3	1	0	0	2	0	0	0	0	2	0	1	1	0	4	1	0	2	2	0	1	0	1	0	1	1	0	2	0	0	0	1	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0
Del6:M4	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	3	1	0	0	0	2	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
Del6:M5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	1	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del(7,):M1	7	27	30	24	7	14	16	5	8	50	54	7	21	69	17	123	40	9	31	3	4	3	23	5	38	7	19	5	4	2	200	53	93	22	20	34	36	2	36	25	16	6	4	10	22	71	101	7	55	9	41	19	5	50	50	7	27	10	21	15	251	5	36	4	4	7	30	30	30	22	36	17	55	42	16	4	21	31	107	18	0	28	7	10	10	32	9	37	9	46	52	30	3	9	22	5	5	126	16	15	18	23	10	103	21	35	6
Del(7,):M2	6	20	20	11	4	15	12	2	2	19	37	9	13	49	8	75	21	11	24	4	5	5	16	5	26	3	11	2	7	1	102	25	52	20	18	24	27	1	17	12	11	5	1	8	16	43	65	5	34	11	26	18	8	26	22	3	19	2	25	9	139	4	16	4	4	5	22	19	17	11	17	8	51	25	17	6	14	16	73	5	2	25	1	6	8	27	8	33	4	21	36	21	13	7	11	4	2	77	15	6	7	15	3	52	12	12	4
Del(7,):M3	3	8	9	2	2	5	6	3	7	13	13	3	7	21	3	23	20	7	8	1	1	1	7	2	8	1	5	4	10	0	58	13	34	5	5	12	8	2	9	9	5	3	1	1	7	27	49	5	10	4	17	17	3	11	14	8	9	2	9	2	87	0	12	2	4	4	9	9	8	7	11	6	25	13	10	2	4	4	28	7	0	17	5	2	3	10	4	13	2	18	16	10	0	5	7	1	1	37	5	3	5	4	0	23	3	9	5
Del(7,):M4	2	7	8	3	0	5	3	0	3	5	6	2	3	20	1	21	3	1	4	1	0	2	8	2	6	0	4	1	0	1	29	15	14	2	3	7	9	0	3	3	4	3	2	2	5	13	19	4	8	1	3	8	2	3	9	0	2	1	3	3	51	4	5	0	0	0	5	2	4	0	2	6	9	4	4	1	7	6	10	2	0	11	1	0	2	8	6	8	4	13	7	5	2	1	0	0	0	24	0	1	3	1	1	21	1	8	1
Del(7,):M5	0	1	1	0	0	0	2	0	1	5	5	0	2	9	0	11	3	1	3	0	0	2	2	1	1	0	1	1	1	0	14	0	5	2	3	1	3	0	3	2	2	0	0	0	1	7	7	1	2	0	2	3	0	5	5	0	1	1	5	0	28	2	2	0	0	0	0	6	1	5	1	1	8	9	3	0	3	4	4	1	0	2	2	0	1	2	2	12	1	6	1	2	0	0	1	0	0	8	2	0	1	3	1	7	0	2	0
